                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    217,                0.98624,                 1.8459,                0.77606,                0.97565,                0.85786,                0.76409,                0.84997,                0.63481,                0.82885,                 0.7225,                0.80254,                0.52135,                0.86865,                 1.7174,                0.60531,                0.93004,               0.002905,               0.002905,               0.002905
                    218,                0.98583,                 1.8524,                0.77748,                0.97531,                0.85462,                0.76765,                0.85036,                0.63539,                0.82549,                0.72328,                0.80282,                0.52149,                0.86836,                 1.7182,                0.60435,                0.92985,               0.002872,               0.002872,               0.002872
                    219,                0.97804,                 1.8269,                0.76673,                0.97117,                0.85542,                0.76525,                0.85024,                0.63619,                 0.8243,                0.72387,                0.80205,                0.52183,                0.86838,                 1.7168,                0.60445,                0.92947,               0.002839,               0.002839,               0.002839
                    220,                0.99061,                 1.8587,                0.78066,                0.97655,                 0.8548,                0.76603,                0.85035,                0.63541,                0.82695,                0.72246,                0.80241,                0.52127,                 0.8689,                 1.7161,                0.60473,                0.92923,               0.002806,               0.002806,               0.002806
                    221,                0.97537,                 1.8287,                0.76657,                0.97192,                0.85483,                0.76438,                0.85024,                0.63571,                0.82632,                 0.7225,                0.80333,                 0.5214,                0.86944,                 1.7148,                0.60392,                0.92924,               0.002773,               0.002773,               0.002773
                    222,                0.97841,                 1.8321,                0.76582,                0.97159,                 0.8542,                0.76681,                0.85081,                0.63557,                0.82842,                0.71871,                0.80243,                0.52174,                0.86854,                 1.7138,                0.60399,                0.92905,                0.00274,                0.00274,                0.00274
                    223,                0.97828,                 1.8257,                0.76826,                0.96962,                0.86173,                0.76056,                0.85096,                0.63586,                 0.8324,                0.71807,                 0.8033,                0.52206,                0.86754,                 1.7123,                0.60319,                0.92907,               0.002707,               0.002707,               0.002707
                    224,                0.98625,                 1.8522,                0.77815,                0.97339,                0.86252,                 0.7637,                0.85101,                 0.6363,                0.83291,                0.71901,                0.80333,                0.52262,                0.86695,                 1.7109,                0.60289,                0.92824,               0.002674,               0.002674,               0.002674
                    225,                0.97145,                 1.8228,                0.76373,                0.96859,                0.86181,                0.76348,                0.85036,                 0.6364,                0.83252,                0.72061,                0.80374,                0.52301,                0.86695,                 1.7115,                0.60341,                0.92829,               0.002641,               0.002641,               0.002641
                    226,                0.97818,                 1.8257,                0.76874,                 0.9681,                0.86381,                 0.7617,                0.85098,                0.63619,                0.83763,                0.71784,                0.80332,                 0.5218,                0.86722,                 1.7121,                 0.6029,                0.92818,               0.002608,               0.002608,               0.002608
                    227,                0.96565,                 1.8016,                0.75461,                0.96693,                0.86172,                0.76603,                0.85093,                 0.6366,                0.83552,                0.71865,                0.80333,                0.52215,                0.86735,                  1.711,                0.60257,                0.92814,               0.002575,               0.002575,               0.002575
                    228,                0.98229,                 1.8379,                0.76866,                0.97305,                0.86129,                0.76564,                0.85085,                0.63719,                0.83458,                0.71978,                0.80344,                0.52242,                0.86679,                 1.7104,                0.60162,                0.92803,               0.002542,               0.002542,               0.002542
                    229,                0.99325,                   1.87,                0.78154,                0.97588,                0.85984,                0.76603,                0.85113,                0.63727,                0.83126,                0.72183,                0.80227,                0.52128,                0.86647,                 1.7105,                0.60159,                0.92819,               0.002509,               0.002509,               0.002509
                    230,                0.97376,                 1.8201,                0.76222,                0.97121,                0.86027,                0.76642,                0.85103,                0.63747,                0.82755,                 0.7218,                0.80152,                0.52162,                0.86594,                 1.7096,                0.60099,                0.92832,               0.002476,               0.002476,               0.002476
                    231,                0.97145,                 1.8249,                 0.7636,                0.97048,                0.85864,                0.76564,                0.85195,                0.63711,                0.82933,                0.72141,                0.80171,                 0.5215,                0.86477,                 1.7087,                0.60036,                0.92776,               0.002443,               0.002443,               0.002443
                    232,                0.97035,                 1.8145,                0.75132,                0.96755,                0.85982,                0.76603,                0.85226,                  0.638,                0.83023,                0.72223,                0.80234,                0.52216,                0.86412,                 1.7079,                0.60058,                0.92765,                0.00241,                0.00241,                0.00241
                    233,                0.98036,                 1.8292,                0.76275,                0.97166,                  0.859,                0.76564,                0.85244,                0.63759,                0.82799,                 0.7259,                0.80218,                0.52207,                0.86444,                 1.7077,                0.60044,                0.92776,               0.002377,               0.002377,               0.002377
                    234,                 0.9735,                 1.8269,                0.76413,                0.96993,                0.85902,                0.76525,                0.85279,                0.63784,                0.82517,                  0.726,                 0.8018,                 0.5212,                0.86411,                 1.7068,                0.60048,                0.92776,               0.002344,               0.002344,               0.002344
                    235,                 0.9717,                 1.8112,                0.75745,                0.96694,                0.86086,                0.76525,                0.85343,                0.63777,                0.82971,                0.72339,                0.80385,                0.52242,                0.86323,                 1.7054,                0.59983,                0.92752,               0.002311,               0.002311,               0.002311
                    236,                0.96721,                 1.8084,                0.75622,                 0.9674,                0.85796,                0.76532,                0.85271,                0.63755,                0.83016,                0.72378,                0.80378,                0.52264,                0.86292,                 1.7048,                0.60009,                0.92724,               0.002278,               0.002278,               0.002278
                    237,                0.96964,                 1.8169,                0.75618,                0.96698,                0.85833,                0.76603,                0.85315,                0.63755,                0.82527,                0.72692,                0.80421,                0.52251,                 0.8627,                 1.7045,                0.59912,                 0.9271,               0.002245,               0.002245,               0.002245
                    238,                0.96551,                 1.8139,                 0.7558,                0.96587,                0.85829,                0.76564,                0.85332,                0.63724,                0.83101,                0.72289,                0.80386,                0.52274,                0.86239,                 1.7043,                0.59919,                0.92729,               0.002212,               0.002212,               0.002212
                    239,                0.95912,                 1.7918,                0.74116,                0.96253,                0.85725,                0.76603,                 0.8539,                0.63717,                0.82895,                0.72173,                0.80336,                0.52256,                 0.8616,                 1.7036,                 0.5994,                0.92679,               0.002179,               0.002179,               0.002179
                    240,                0.96557,                 1.8019,                0.75177,                0.96531,                 0.8548,                0.76648,                0.85402,                0.63749,                0.83718,                0.71512,                0.80342,                0.52271,                 0.8615,                 1.7027,                0.59897,                0.92679,               0.002146,               0.002146,               0.002146
                    241,                0.96504,                 1.8031,                0.75163,                0.96514,                0.85306,                0.76798,                0.85392,                0.63732,                0.83672,                0.71301,                0.80335,                0.52281,                0.86133,                 1.7025,                0.59865,                0.92687,               0.002113,               0.002113,               0.002113
                    242,                0.95897,                 1.7912,                0.74287,                0.96327,                0.85297,                0.76884,                0.85458,                0.63762,                0.84556,                 0.7086,                0.80428,                0.52289,                0.86146,                  1.702,                0.59781,                0.92714,                0.00208,                0.00208,                0.00208
                    243,                 0.9593,                 1.7924,                0.74076,                 0.9633,                0.85052,                0.76914,                  0.854,                0.63725,                0.84304,                0.70812,                0.80375,                0.52268,                0.86042,                 1.7019,                0.59768,                0.92665,               0.002047,               0.002047,               0.002047
                    244,                0.96716,                 1.7974,                0.74485,                 0.9657,                0.84964,                0.76914,                0.85429,                0.63798,                0.83925,                0.71019,                0.80431,                0.52282,                0.86024,                 1.7027,                0.59765,                0.92689,               0.002014,               0.002014,               0.002014
                    245,                0.95697,                 1.7821,                0.74207,                0.96556,                 0.8494,                0.76798,                0.85388,                 0.6378,                0.84438,                 0.7089,                 0.8037,                 0.5228,                0.86113,                 1.7024,                0.59709,                0.92713,               0.001981,               0.001981,               0.001981
                    246,                 0.9615,                 1.7731,                 0.7393,                0.96306,                0.85082,                0.76692,                0.85479,                0.63826,                 0.8507,                0.70152,                0.80303,                0.52254,                0.86102,                 1.7022,                0.59689,                0.92665,               0.001948,               0.001948,               0.001948
                    247,                0.94529,                  1.781,                0.74038,                0.96062,                0.84942,                0.76733,                0.85458,                0.63845,                0.85118,                 0.7019,                0.80345,                0.52243,                0.86073,                 1.7028,                0.59695,                0.92665,               0.001915,               0.001915,               0.001915
                    248,                0.95468,                 1.7721,                0.74969,                0.96482,                0.85186,                0.76487,                0.85491,                 0.6383,                0.85207,                0.70068,                 0.8028,                0.52171,                0.86129,                 1.7012,                 0.5965,                0.92714,               0.001882,               0.001882,               0.001882
                    249,                0.94641,                 1.7892,                 0.7387,                0.96228,                0.85188,                0.76224,                0.85462,                0.63895,                0.85184,                0.70113,                0.80297,                0.52223,                0.86102,                  1.701,                0.59642,                0.92697,               0.001849,               0.001849,               0.001849
                    250,                0.95127,                 1.7859,                0.73761,                0.96276,                0.85417,                0.76261,                0.85462,                0.63854,                 0.8518,                0.70143,                0.80287,                 0.5223,                0.86085,                 1.7003,                0.59572,                0.92706,               0.001816,               0.001816,               0.001816
                    251,                0.96393,                 1.8129,                0.74761,                0.96779,                0.85514,                0.76215,                0.85482,                 0.6386,                0.85106,                0.70035,                0.80224,                0.52171,                0.86078,                 1.7003,                0.59534,                0.92679,               0.001783,               0.001783,               0.001783
                    252,                0.96416,                 1.8181,                0.75178,                0.96741,                0.85295,                0.76176,                0.85467,                0.63854,                0.85191,                0.70205,                0.80334,                0.52176,                0.86092,                 1.7004,                 0.5948,                0.92696,                0.00175,                0.00175,                0.00175
                    253,                  0.955,                 1.7915,                0.74214,                0.96164,                0.85407,                0.76176,                0.85489,                0.63906,                0.85354,                0.70217,                0.80344,                 0.5212,                0.86058,                    1.7,                0.59454,                0.92653,               0.001717,               0.001717,               0.001717
                    254,                0.95285,                 1.7985,                0.73594,                0.96166,                0.85444,                0.76176,                0.85456,                0.63892,                0.85234,                 0.7019,                0.80347,                0.52099,                0.86052,                 1.7005,                0.59459,                0.92681,               0.001684,               0.001684,               0.001684
                    255,                0.96183,                  1.802,                0.74562,                0.96615,                0.85508,                0.76133,                0.85463,                0.63927,                0.85248,                0.70299,                0.80404,                0.52161,                0.86015,                 1.6995,                 0.5944,                0.92656,               0.001651,               0.001651,               0.001651
                    256,                0.95621,                 1.7848,                0.74001,                0.96235,                0.85521,                0.76211,                0.85463,                0.63934,                0.85258,                0.70307,                0.80411,                0.52169,                0.86004,                 1.7001,                0.59353,                0.92617,               0.001618,               0.001618,               0.001618
                    257,                0.95911,                  1.814,                  0.745,                0.96275,                0.85683,                0.76289,                0.85498,                0.63944,                0.85334,                0.70103,                0.80337,                0.52148,                0.86022,                 1.7001,                0.59368,                0.92613,               0.001585,               0.001585,               0.001585
                    258,                0.95709,                 1.7857,                0.73736,                0.96403,                0.85625,                0.76137,                0.85545,                0.63976,                0.84927,                0.70501,                0.80354,                0.52128,                 0.8606,                 1.7003,                0.59334,                0.92622,               0.001552,               0.001552,               0.001552
                    259,                0.94362,                 1.7782,                0.72859,                0.96184,                0.85663,                0.76169,                0.85538,                0.63967,                0.84994,                0.70657,                0.80524,                0.52188,                0.85954,                 1.7023,                0.59356,                 0.9255,               0.001519,               0.001519,               0.001519
                    260,                0.95289,                  1.799,                0.74022,                0.96249,                0.85744,                0.76176,                0.85529,                0.64006,                0.85121,                0.70259,                0.80507,                0.52227,                0.85944,                 1.7005,                0.59308,                0.92521,               0.001486,               0.001486,               0.001486
                    261,                0.94616,                 1.7897,                0.73333,                0.96115,                0.85934,                0.76176,                0.85564,                0.63965,                0.85272,                0.70152,                0.80433,                0.52178,                0.85958,                 1.7006,                0.59291,                0.92533,               0.001453,               0.001453,               0.001453
                    262,                0.94344,                  1.771,                0.72858,                0.96017,                0.86183,                0.76059,                0.85595,                0.64013,                0.85436,                0.70152,                0.80423,                0.52238,                0.85814,                 1.7009,                0.59308,                0.92502,                0.00142,                0.00142,                0.00142
                    263,                0.94898,                 1.7812,                0.73154,                0.95743,                0.86004,                0.76137,                0.85617,                0.64024,                0.85411,                0.69996,                0.80368,                0.52238,                0.85868,                 1.6992,                0.59305,                 0.9249,               0.001387,               0.001387,               0.001387
                    264,                0.95577,                 1.8051,                0.73387,                0.96611,                0.86125,                0.76176,                0.85579,                0.63991,                0.85636,                 0.6988,                0.80378,                0.52252,                0.85852,                 1.6988,                 0.5928,                0.92463,               0.001354,               0.001354,               0.001354
                    265,                0.94451,                 1.7861,                0.72742,                0.95849,                0.86438,                0.76046,                0.85536,                0.64038,                 0.8606,                 0.6988,                0.80388,                0.52267,                0.85854,                 1.6994,                0.59347,                0.92456,               0.001321,               0.001321,               0.001321
                    266,                 0.9508,                 1.7998,                0.73347,                0.96045,                0.86633,                0.75904,                0.85572,                0.64047,                 0.8606,                0.69821,                0.80258,                 0.5221,                0.85879,                 1.6985,                0.59329,                0.92479,               0.001288,               0.001288,               0.001288
                    267,                0.94762,                 1.7938,                0.73502,                0.96156,                 0.8663,                0.75799,                0.85573,                 0.6406,                0.86233,                0.69724,                0.80258,                0.52186,                0.85804,                 1.6983,                0.59233,                0.92415,               0.001255,               0.001255,               0.001255
                    268,                  0.952,                 1.7962,                0.73338,                0.96077,                0.86671,                0.75904,                0.85564,                 0.6405,                0.86252,                0.69841,                0.80282,                0.52194,                0.85905,                 1.6997,                0.59263,                0.92488,               0.001222,               0.001222,               0.001222
                    269,                0.94434,                 1.7695,                0.72643,                0.95908,                0.86669,                0.75799,                0.85519,                0.64036,                0.86412,                0.69802,                0.80224,                0.52115,                0.85895,                    1.7,                0.59254,                0.92475,               0.001189,               0.001189,               0.001189
                    270,                 0.9426,                 1.7796,                0.72881,                0.95871,                 0.8619,                0.76167,                0.85579,                0.64085,                0.86178,                0.69918,                0.80352,                0.52142,                0.85869,                 1.7019,                0.59245,                0.92435,               0.001156,               0.001156,               0.001156
                    271,                0.94145,                 1.7727,                0.72488,                0.95966,                 0.8619,                 0.7637,                0.85589,                0.64076,                0.86204,                0.69939,                0.80349,                0.52159,                0.85917,                 1.7017,                0.59243,                0.92498,               0.001123,               0.001123,               0.001123
                    272,                0.93864,                 1.7611,                0.72357,                0.95596,                0.86221,                0.76215,                 0.8552,                 0.6408,                0.86207,                0.69918,                0.80396,                0.52168,                0.85864,                 1.7015,                0.59157,                 0.9246,                0.00109,                0.00109,                0.00109
                    273,                0.95137,                 1.7881,                0.73532,                0.96241,                0.86173,                0.76253,                0.85518,                0.64041,                0.86055,                0.69918,                0.80398,                0.52205,                0.85874,                  1.701,                0.59177,                0.92438,               0.001057,               0.001057,               0.001057
                    274,                0.94953,                 1.7836,                0.73193,                0.95892,                0.86285,                0.76286,                0.85555,                0.64077,                0.86138,                0.69918,                0.80432,                 0.5215,                0.85866,                 1.7016,                0.59232,                0.92453,               0.001024,               0.001024,               0.001024
                    275,                0.94993,                 1.7871,                0.73304,                0.96124,                 0.8572,                0.76331,                0.85567,                0.64064,                0.85994,                0.69802,                0.80359,                0.52154,                0.85862,                 1.7015,                0.59189,                0.92429,               0.000991,               0.000991,               0.000991
                    276,                0.93821,                 1.7698,                0.72217,                 0.9567,                0.85845,                0.76367,                0.85553,                0.64097,                0.85971,                0.69783,                0.80262,                0.52183,                0.85847,                 1.7012,                0.59223,                0.92411,               0.000958,               0.000958,               0.000958
                    277,                0.93312,                 1.7576,                0.71679,                0.95754,                0.85843,                0.76331,                0.85616,                0.64115,                0.85941,                0.69724,                0.80269,                0.52172,                0.85784,                 1.7011,                0.59151,                0.92398,               0.000925,               0.000925,               0.000925
                    278,                0.93985,                 1.7746,                0.72638,                0.95903,                0.86016,                0.76331,                0.85615,                0.64121,                0.86167,                0.69841,                0.80328,                0.52218,                0.85772,                 1.7009,                0.59121,                  0.924,               0.000892,               0.000892,               0.000892
                    279,                 0.9324,                 1.7681,                0.71921,                0.95601,                0.86413,                0.76098,                0.85666,                0.64108,                0.85554,                 0.6988,                0.80363,                0.52233,                0.85771,                 1.7006,                0.59136,                0.92405,               0.000859,               0.000859,               0.000859
                    280,                0.93591,                 1.7773,                0.72388,                0.95661,                0.86398,                0.76283,                0.85669,                0.64132,                0.86008,                 0.6988,                0.80374,                0.52213,                0.85732,                 1.7013,                0.59105,                 0.9238,               0.000826,               0.000826,               0.000826
                    281,                0.92923,                 1.7516,                0.71342,                0.95535,                0.86442,                0.76253,                0.85644,                0.64094,                0.85656,                0.69996,                0.80379,                0.52215,                0.85772,                 1.7014,                0.59094,                0.92402,               0.000793,               0.000793,               0.000793
                    282,                0.93535,                 1.7448,                0.71714,                0.95877,                0.86891,                0.75995,                 0.8571,                0.64132,                0.85548,                0.70074,                0.80406,                0.52217,                0.85783,                 1.7018,                0.59075,                0.92414,                0.00076,                0.00076,                0.00076
                    283,                0.94075,                  1.771,                 0.7251,                0.95822,                0.86792,                 0.7602,                 0.8566,                0.64092,                0.85542,                0.70035,                0.80319,                0.52179,                0.85821,                 1.7016,                0.59097,                0.92418,               0.000727,               0.000727,               0.000727
                    284,                0.93735,                 1.7653,                0.71464,                0.95469,                0.86703,                0.76026,                0.85675,                0.64097,                 0.8551,                0.70074,                0.80349,                0.52141,                0.85812,                 1.7017,                0.59109,                0.92398,               0.000694,               0.000694,               0.000694
                    285,                0.93539,                   1.76,                0.72005,                0.95843,                0.86513,                0.76039,                0.85667,                  0.641,                0.85433,                0.70113,                0.80412,                0.52197,                0.85812,                 1.7018,                 0.5912,                0.92407,               0.000661,               0.000661,               0.000661
                    286,                0.92994,                 1.7536,                0.70831,                0.95152,                0.86378,                0.76098,                0.85688,                0.64132,                0.85063,                0.70307,                0.80385,                0.52222,                0.85852,                 1.7031,                0.59098,                0.92424,               0.000628,               0.000628,               0.000628
                    287,                0.92254,                 1.7289,                0.70699,                0.95224,                0.86659,                0.76239,                0.85717,                 0.6415,                0.85055,                0.70341,                0.80477,                0.52306,                0.85841,                 1.7031,                0.59142,                0.92412,               0.000595,               0.000595,               0.000595
                    288,                0.92369,                   1.74,                0.70886,                0.95264,                0.86524,                0.76111,                0.85671,                0.64131,                0.85139,                0.70359,                0.80477,                0.52318,                0.85847,                 1.7021,                 0.5909,                0.92416,               0.000562,               0.000562,               0.000562
                    289,                0.92839,                 1.7488,                0.71805,                0.95568,                 0.8666,                0.76331,                0.85746,                0.64134,                0.85096,                 0.7019,                0.80361,                0.52279,                0.85812,                 1.7016,                0.59122,                0.92406,               0.000529,               0.000529,               0.000529
                    290,                0.93024,                 1.7474,                0.71213,                0.95506,                0.86815,                0.76331,                0.85766,                0.64142,                0.85164,                0.70346,                0.80443,                0.52243,                0.85826,                 1.7019,                0.59095,                0.92406,               0.000496,               0.000496,               0.000496
                    291,                0.81309,                 1.5105,                0.59687,                0.91674,                0.86654,                 0.7646,                 0.8576,                0.64128,                0.85054,                0.70334,                0.80439,                0.52207,                0.85852,                 1.7022,                0.59043,                0.92404,               0.000463,               0.000463,               0.000463
                    292,                 0.7882,                 1.4595,                0.56125,                0.91038,                0.86636,                 0.7637,                0.85692,                 0.6411,                0.85066,                0.70398,                0.80435,                0.52206,                0.85947,                 1.7027,                0.59027,                0.92431,                0.00043,                0.00043,                0.00043
                    293,                0.79316,                 1.4662,                0.56366,                0.91245,                0.86821,                 0.7637,                0.85726,                0.64125,                0.85001,                0.70424,                0.80404,                0.52227,                0.85956,                 1.7027,                0.58973,                0.92457,               0.000397,               0.000397,               0.000397
                    294,                0.78314,                 1.4569,                0.55812,                0.90871,                0.86704,                0.76487,                0.85794,                0.64146,                0.85017,                0.70657,                0.80412,                0.52238,                0.86003,                 1.7032,                0.58922,                0.92466,               0.000364,               0.000364,               0.000364
                    295,                0.78501,                 1.4574,                0.55596,                0.90717,                0.86551,                0.76448,                 0.8573,                0.64171,                0.84868,                0.70579,                 0.8045,                0.52256,                0.86032,                 1.7031,                 0.5888,                0.92484,               0.000331,               0.000331,               0.000331
                    296,                0.78209,                 1.4418,                0.55379,                0.90804,                 0.8649,                0.76631,                0.85787,                0.64144,                0.84558,                0.71318,                0.80495,                 0.5228,                0.86023,                 1.7034,                0.58897,                  0.925,               0.000298,               0.000298,               0.000298
                    297,                0.77876,                 1.4438,                0.55036,                0.90566,                 0.8649,                0.76631,                0.85782,                0.64152,                0.84026,                0.71759,                0.80455,                0.52268,                0.86049,                 1.7034,                0.58859,                 0.9246,               0.000265,               0.000265,               0.000265
                    298,                0.77528,                 1.4386,                0.54983,                 0.9047,                0.86502,                 0.7671,                0.85749,                0.64172,                0.83451,                0.72095,                0.80439,                0.52216,                0.86045,                 1.7039,                0.58852,                0.92493,               0.000232,               0.000232,               0.000232
                    299,                0.78273,                 1.4573,                0.55356,                0.90785,                0.86589,                0.76788,                0.85791,                 0.6422,                0.82356,                0.72872,                0.80471,                0.52267,                0.86128,                 1.7037,                0.58829,                0.92512,               0.000199,               0.000199,               0.000199
                    300,                0.77604,                 1.4343,                0.54931,                0.90524,                0.86669,                0.76642,                0.85793,                0.64148,                0.83498,                0.72095,                0.80402,                0.52265,                0.86072,                 1.7039,                0.58814,                0.92522,               0.000166,               0.000166,               0.000166
